peak_hour,year,season,community,num_stations,total_docks,docks_in_service,available_docks,available_bikes,percent_full
Yes,2015,Spring,BRIDGEPORT,9,13.666666666666666,13.307251840039658,7.727756858432704,5.579494981606955,41.9282286731738
Yes,2015,Spring,DOUGLAS,10,14.186000334386918,13.893670334307302,8.191130415447311,5.702539918859991,41.04415738711496
Yes,2015,Spring,EAST GARFIELD PARK,3,16.11744313889745,15.843471395765805,8.283718591788704,7.559752803977101,47.71525516811586
Yes,2015,Spring,EDGEWATER,8,16.998978201634877,14.81487847623404,7.812701705554618,7.002176770679423,47.26449009968109
Yes,2015,Spring,ENGLEWOOD,4,14.958277880631549,14.61892872139828,10.402402768915262,4.2165259524830185,28.842920249765836
Yes,2015,Spring,FULLER PARK,3,16.329884066302576,16.26891458046903,10.376044847717242,5.8928697327517865,36.22165267144636
Yes,2015,Spring,GRAND BOULEVARD,9,14.843768693876926,14.516069187884803,9.22056868597291,5.295500501911892,36.48026496271834
Yes,2015,Spring,GREATER GRAND CROSSING,4,15.98026482243218,15.193380190559052,10.27816136666642,4.91521882389263,32.351055277000675
Yes,2015,Spring,HUMBOLDT PARK,4,14.971628431624575,14.470331538376385,8.458294923791527,6.012036614584857,41.547331508200024
Yes,2015,Spring,HYDE PARK,12,16.735909504875014,15.48613853525279,8.887550263140957,6.598588272111833,42.60964253348725
Yes,2015,Spring,IRVING PARK,5,16.521649983651457,15.376919055918776,7.881021691982628,7.495897363936148,48.74771946627943
Yes,2015,Spring,KENWOOD,6,14.401037907258965,13.928694944793602,8.469329771684945,5.459365173108655,39.19509469298348
Yes,2015,Spring,LAKE VIEW,34,17.062566381456527,16.661167803825272,8.672047990075706,7.989119813749564,47.95053928882059
Yes,2015,Spring,LINCOLN PARK,36,16.41497745036673,15.952473237356958,8.220480844848893,7.731992392508065,48.46892564847906
Yes,2015,Spring,LINCOLN SQUARE,14,16.133420957840976,15.351738282408395,8.160462728288588,7.191275554119806,46.84339598441638
Yes,2015,Spring,LOGAN SQUARE,21,15.258718702478555,14.523052247369703,7.195125376463611,7.327926870906093,50.45720931172211
Yes,2015,Spring,LOOP,36,25.532081142781287,24.50193631726982,14.772834187263014,9.729102130006806,39.707482723107866
Yes,2015,Spring,LOWER WEST SIDE,15,14.215979124219094,13.959778359635841,7.727559140945337,6.2322192186905045,44.644112951755204
Yes,2015,Spring,MCKINLEY PARK,2,14.99552071668533,14.349104143337065,6.593085106382979,7.756019036954088,54.05228758169935
Yes,2015,Spring,NEAR NORTH SIDE,45,19.903054532451936,18.88664951161644,10.530599336785489,8.356050174830953,44.24315794970131
Yes,2015,Spring,NEAR SOUTH SIDE,14,19.540994175984206,18.63202777917588,11.055850360406007,7.576177418769871,40.662119596222375
Yes,2015,Spring,NEAR WEST SIDE,49,18.15324902526013,17.613429712007964,9.888473224450824,7.724956487557142,43.8583320447275
Yes,2015,Spring,NEW CITY,3,13.663033084719832,13.029498286439546,9.246108176320375,3.783390110119172,29.037112764784933
Yes,2015,Spring,NORTH CENTER,10,14.59126561791456,13.894306233498204,6.283980429230475,7.61032580426773,54.77298165431078
Yes,2015,Spring,NORTH LAWNDALE,4,16.98679271211171,16.314157475756222,11.581334059950091,4.732823415806131,29.01052918509202
Yes,2015,Spring,NORTH PARK,3,14.811342994457291,14.065665858963108,9.4872930648889,4.578372794074207,32.549989740846264
Yes,2015,Spring,ROGERS PARK,8,14.924611181599724,13.817134402270945,8.29340914385017,5.523725258420775,39.977357805196654
Yes,2015,Spring,SOUTH LAWNDALE,8,15.98216535051329,15.462104880045938,9.648518490766492,5.813586389279448,37.598932579884135
Yes,2015,Spring,SOUTH SHORE,9,13.209856729581547,12.694482349808776,7.778919213332161,4.915563136476616,38.72204475159763
Yes,2015,Spring,UPTOWN,12,15.010195483653522,14.708616206846742,7.471375607877125,7.237240598969619,49.20408893122619
Yes,2015,Spring,WASHINGTON PARK,2,15,14.782659647672517,9.138697630752137,5.643962016920382,38.179611459897245
Yes,2015,Spring,WEST RIDGE,7,14.956198712435167,14.251566766656435,8.23634306038052,6.015223706275915,42.207455536393276
Yes,2015,Spring,WEST TOWN,33,15.965521110150712,15.50102875157974,8.106658284002735,7.394370467577004,47.702449857229176
Yes,2015,Spring,WOODLAWN,10,16.85986326525531,15.610415096476197,10.218434428415039,5.391980668061159,34.54091793675821
Yes,2015,Summer,ALBANY PARK,6,13.66036533559898,13.20187859907486,6.098862456339091,7.103016142735768,53.80307120255993
Yes,2015,Summer,ARMOUR SQUARE,7,13.25897155803698,12.87805963506898,6.949791641380426,5.9282679936885545,46.03386039263981
Yes,2015,Summer,AVONDALE,5,18.09529878221467,17.08445199660153,8.596374964599264,8.488077032002266,49.68305119585182
Yes,2015,Summer,BRIDGEPORT,9,13.638974113255303,12.985347253926953,7.187831819624999,5.797515434301953,44.6465952810673
Yes,2015,Summer,DOUGLAS,10,14.184239588172671,13.868141964402852,7.613046115392623,6.255095849010229,45.10406559916959
Yes,2015,Summer,EAST GARFIELD PARK,3,16.333144529406212,15.569243840271877,8.610308694420844,6.958935145851034,44.696680309231475
Yes,2015,Summer,EDGEWATER,8,16.95511186632682,16.032745681110168,7.15976352308128,8.872982158028886,55.342873482257396
Yes,2015,Summer,ENGLEWOOD,4,14.999964599263665,14.229963183234211,7.91988813367318,6.310075049561031,44.34357958842495
Yes,2015,Summer,FULLER PARK,3,16.332436514679504,16.013121872934956,8.76465590484282,7.248465968092137,45.2657890548085
Yes,2015,Summer,GRAND BOULEVARD,9,15.803895654362943,15.344000755215708,8.435350388621416,6.9086503665942915,45.02509141395809
Yes,2015,Summer,GREATER GRAND CROSSING,4,15.974476069102238,15.256726139903709,7.912914188615122,7.343811951288586,48.134913637080835
Yes,2015,Summer,HUMBOLDT PARK,4,15,14.24553950722175,7.84696261682243,6.398576890399321,44.91635355161925
Yes,2015,Summer,HYDE PARK,12,17.992424242424242,17.16530963844048,9.671658170489946,7.493651467950533,43.65578964663147
Yes,2015,Summer,IRVING PARK,7,17.07091316268195,16.4814043330586,7.891068458099913,8.590335874958685,52.12138299239517
Yes,2015,Summer,KENWOOD,6,14.928207306711979,14.599074860757103,8.342419522326065,6.25665533843104,42.856519321297405
Yes,2015,Summer,LAKE VIEW,34,17.039331778833084,16.288114141098074,8.249440361973942,8.038673779124132,49.353004954950535
Yes,2015,Summer,LINCOLN PARK,36,16.787519255552223,15.924644813121128,8.520681902460751,7.403962910660377,46.49373971945593
Yes,2015,Summer,LINCOLN SQUARE,14,16.198840878747422,15.389438443176761,7.692246227292956,7.697192215883804,50.016069425174635
Yes,2015,Summer,LOGAN SQUARE,21,15.358214993729012,14.723759625628784,7.495859799598118,7.227899826030667,49.09004228410172
Yes,2015,Summer,LOOP,37,25.374261210298084,24.334972402089083,15.292896337023794,9.042076065065288,37.15671386703136
Yes,2015,Summer,LOWER WEST SIDE,15,14.449617672047578,13.84954215047673,7.311365996412725,6.538176154064004,47.208608653095055
Yes,2015,Summer,MCKINLEY PARK,2,14.917162276975361,14.546162560181251,6.766001132823563,7.7801614273576885,53.48600632757362
Yes,2015,Summer,NEAR NORTH SIDE,45,20.348777605645708,19.196361120240237,11.443420163079924,7.752940957160314,40.3875552694504
Yes,2015,Summer,NEAR SOUTH SIDE,14,19.959056519804182,18.97759639114779,11.70918800825343,7.268408382894364,38.29994185293536
Yes,2015,Summer,NEAR WEST SIDE,49,18.22140602564507,17.32731991423494,9.725177062786653,7.602142851448288,43.87373747975234
Yes,2015,Summer,NEW CITY,3,13.666666666666666,13.012933069007836,6.182337392617766,6.830595676390069,52.490823092436486
Yes,2015,Summer,NORTH CENTER,10,14.494038485919782,13.985401877421223,6.792679246045837,7.1927226313753865,51.430217697123894
Yes,2015,Summer,NORTH LAWNDALE,4,16.99433588218635,15.976316907391674,8.883673180402152,7.092643726989521,44.394736084059566
Yes,2015,Summer,NORTH PARK,3,14.879307089587464,14.408618899273105,7.942320400264325,6.466298499008779,44.87798965475446
Yes,2015,Summer,ROGERS PARK,8,14.925693854432172,14.09855564995752,6.5849086661002545,7.513646983857264,53.29373568759792
Yes,2015,Summer,SOUTH LAWNDALE,8,15.951571792693288,15.407356273010478,8.415374539790427,6.991981733220051,45.38080128300864
Yes,2015,Summer,SOUTH SHORE,9,13.181361905660971,12.584269486138645,7.020170552880833,5.564098933257812,44.21471535861951
Yes,2015,Summer,UPTOWN,13,16.575797221104608,15.944890123392664,7.761265103641407,8.183625019751258,51.3244365838878
Yes,2015,Summer,WASHINGTON PARK,3,14.875242304411879,14.396457251753963,8.777294898229346,5.619162353524616,39.031563496915304
Yes,2015,Summer,WEST RIDGE,7,14.971821013877088,14.330481045434317,7.152162479265283,7.178318566169033,50.09126032413296
Yes,2015,Summer,WEST TOWN,33,16.17504269543352,15.402508517631713,7.922547479896672,7.479961037735039,48.563265062781845
Yes,2015,Summer,WOODLAWN,10,16.78319173038799,15.92626687508631,8.58340513350685,7.342861741579458,46.10535412455008
Yes,2015,Winter,ALBANY PARK,6,13.592914254204576,13.148263027295286,8.691549489936587,4.456713537358699,33.895834971560376
Yes,2015,Winter,ARMOUR SQUARE,7,13.616046566868478,13.431004247120336,8.594971665758198,4.836032581362137,36.00648538547669
Yes,2015,Winter,AVONDALE,5,18.2,17.59652605459057,12.526220016542597,5.070306038047973,28.814244483928892
Yes,2015,Winter,BRIDGEPORT,9,13.66217532735589,13.50768081055858,9.443913961941373,4.063766848617208,30.084859907562173
Yes,2015,Winter,DOUGLAS,10,14.18555506018725,14.112312434568054,9.818336930592263,4.293975503975791,30.427157305968617
Yes,2015,Winter,EAST GARFIELD PARK,3,16.333333333333332,16.288668320926384,13.270471464019852,3.0181968569065343,18.529426699842585
Yes,2015,Winter,EDGEWATER,8,16.833643507030605,16.503979041311137,10.456977815735527,6.047001225575608,36.63965647580713
Yes,2015,Winter,ENGLEWOOD,4,14.951612903225806,14.721464019851116,12.385545905707195,2.3359181141439205,15.867430786734651
Yes,2015,Winter,FULLER PARK,3,16.314722911497103,16.1345464571271,13.679625034463744,2.4549214226633582,15.21531100478469
Yes,2015,Winter,GRAND BOULEVARD,9,15.319367532266444,15.247170981922826,11.764790851526646,3.4823801303961806,22.83951648817292
Yes,2015,Winter,GREATER GRAND CROSSING,4,16,15.684346567411083,13.370967741935484,2.3133788254755996,14.749602831923744
Yes,2015,Winter,HUMBOLDT PARK,4,14.842845326716294,14.682899090157154,11.086952026468156,3.595947063688999,24.490715638709133
Yes,2015,Winter,HYDE PARK,12,17.10836633432739,16.79859831973037,11.102650162051813,5.6959481576785596,33.907282317647464
Yes,2015,Winter,IRVING PARK,7,17.180846035684745,16.914214817440623,12.347689944464138,4.566524872976486,26.99814873030843
Yes,2015,Winter,KENWOOD,6,14.33569954670727,14.28159918164664,9.765651763947538,4.515947417699104,31.620740508545936
Yes,2015,Winter,LAKE VIEW,34,17.004388380407892,16.843180963870168,10.354720131476576,6.48846083239359,38.52277575305879
Yes,2015,Winter,LINCOLN PARK,36,16.819132775218375,16.627594491504432,9.818530077112333,6.8090644143921,40.950387729692764
Yes,2015,Winter,LINCOLN SQUARE,14,16.597274443541682,16.339892476805886,11.120213758360395,5.219678718445491,31.944388409254888
Yes,2015,Winter,LOGAN SQUARE,21,15.381686021238464,14.95839475171591,9.416892730039006,5.541502021676902,37.04610095973851
Yes,2015,Winter,LOOP,37,25.361023122690245,24.91556999528754,16.812805242148144,8.102764753139395,32.52088856354452
Yes,2015,Winter,LOWER WEST SIDE,15,14.228020879725868,14.037020172315566,9.564110498865638,4.472909673449928,31.865094005290374
Yes,2015,Winter,MCKINLEY PARK,2,14.541383720267065,14.336909936932557,11.87444647226054,2.4624634646720174,17.175691801819827
Yes,2015,Winter,NEAR NORTH SIDE,45,20.568832995446257,20.136957782205364,12.366353293971835,7.770604488233528,38.58877081770643
Yes,2015,Winter,NEAR SOUTH SIDE,14,19.87936526198934,19.596680172784325,12.527440958937515,7.06923921384681,36.07365712721331
Yes,2015,Winter,NEAR WEST SIDE,49,18.30745741100023,18.023658125036505,11.13627457932834,6.887383545708165,38.213017013127654
Yes,2015,Winter,NEW CITY,3,13.470912599944858,13.243727598566307,10.508271298593879,2.735456299972429,20.65473092536692
Yes,2015,Winter,NORTH CENTER,10,14.561186295236315,14.379509563251096,8.455512324529913,5.923997238721183,41.19749156021851
Yes,2015,Winter,NORTH LAWNDALE,4,16.897435897435898,16.867452440033084,14.569685690653433,2.2977667493796528,13.622488384352286
Yes,2015,Winter,NORTH PARK,3,14.89247311827957,14.825337744692582,10.58533223049352,4.240005514199062,28.599722901537056
Yes,2015,Winter,ROGERS PARK,8,14.957816377171216,14.728598014888338,10.93956782464847,3.7890301902398678,25.725667754729564
Yes,2015,Winter,SOUTH LAWNDALE,8,15.693560492221067,15.313622008556887,12.718213263562049,2.595408744994838,16.948366255511502
Yes,2015,Winter,SOUTH SHORE,9,13.222222222222221,13.176362466685047,11.04025365315688,2.1361088135281685,16.21167313003934
Yes,2015,Winter,UPTOWN,13,16.126044560284416,16.02039125151394,10.087151061416186,5.933240190097753,37.03555111075741
Yes,2015,Winter,WASHINGTON PARK,3,15,14.821117157554532,12.005042308509728,2.816074849044806,19.00042229684024
Yes,2015,Winter,WEST RIDGE,7,15,14.935602032376226,11.402221434479499,3.533380597896727,23.65743670886076
Yes,2015,Winter,WEST TOWN,33,16.00312875985578,15.75402656602231,9.420077045024911,6.333949520997398,40.205273835567986
Yes,2015,Winter,WOODLAWN,10,16.71976840363937,16.3287841191067,13.169189412737799,3.1595947063689,19.34984676949573
No,2016,Fall,ALBANY PARK,5,13.4,12.968742575937553,6.627897505515017,6.340845070422535,48.893291182966784
No,2016,Fall,ARMOUR SQUARE,8,14.498706091973528,14.214512981503479,7.998048532156796,6.216464449346683,43.73322151406669
No,2016,Fall,AUSTIN,14,14.428571428571429,14.199740612348792,8.928171438268164,5.2715691740806285,37.12440471973279
No,2016,Fall,AVALON PARK,3,11,10.980202500141411,5.534985010464393,5.4452174896770185,49.59123012172946
No,2016,Fall,AVONDALE,5,18.2,17.49244866791108,9.039606312574241,8.45284235533684,48.32280783446349
No,2016,Fall,BRIDGEPORT,10,13.498761242151705,13.262073646699474,6.885508230103513,6.3765654165959615,48.08120951871576
No,2016,Fall,CHATHAM,8,13,12.535232479212626,7.121584931274393,5.413647547938232,43.18745230226698
No,2016,Fall,DOUGLAS,11,14.272727272727273,13.931454859203528,7.68952058112179,6.241934278081738,44.80461187410109
No,2016,Fall,EAST GARFIELD PARK,5,15.8,15.237196674020025,8.624673341252333,6.61252333276769,43.39724343154462
No,2016,Fall,EDGEWATER,8,17,16.363885117936533,7.873939419650433,8.489945698286101,51.88221279419905
No,2016,Fall,ENGLEWOOD,9,12.777777777777779,12.486188887003413,7.230725719780531,5.255463167222882,42.09021034987844
No,2016,Fall,FULLER PARK,3,16.333333333333332,16.181571355845918,9.23044289835398,6.951128457491939,42.9570670525808
No,2016,Fall,GRAND BOULEVARD,9,15.88888888888889,15.644323773969116,9.592944548145635,6.0513792258234815,38.68098943268155
No,2016,Fall,GREATER GRAND CROSSING,9,13.666666666666666,13.541603031845693,7.323905952448291,6.217697079397402,45.915517274987955
No,2016,Fall,HERMOSA,1,15,14.507381639232989,8.479382318004411,6.0279993212285765,41.551256257895474
No,2016,Fall,HUMBOLDT PARK,4,15,14.604700492109282,7.864415408111318,6.740285083997963,46.15147765364751
No,2016,Fall,HYDE PARK,12,17.99216584648453,17.35785395101533,10.13657446688161,7.221279484133718,41.60237495091562
No,2016,Fall,IRVING PARK,11,17.181818181818183,16.597472381388872,9.174066694894227,7.423405686494647,44.72612164017627
No,2016,Fall,KENWOOD,6,14.983539792974716,14.587165563663103,8.178205780869959,6.408959782793144,43.93560733113211
No,2016,Fall,LAKE VIEW,34,17.345628763207266,16.697021477323634,8.11043075287284,8.586590724450792,51.425882970278934
No,2016,Fall,LINCOLN PARK,36,17.54356392706978,16.773752286139864,8.036375549144937,8.737376736994928,52.089577739946805
No,2016,Fall,LINCOLN SQUARE,14,17.642857142857142,17.240309325834524,9.423747303095682,7.816562022738843,45.33887342163728
No,2016,Fall,LOGAN SQUARE,21,15.568188245941512,15.004969576495116,7.809127859526638,7.195841716968478,47.95638991658185
No,2016,Fall,LOOP,37,25.578427910347138,24.730821267559772,16.412399502845794,8.318421764713976,33.63584926969458
No,2016,Fall,LOWER WEST SIDE,15,14.46392895525765,14.106408733525653,7.049833135358335,7.056575598167317,50.02389858019978
No,2016,Fall,MCKINLEY PARK,4,13,12.90463261496691,7.015102664177839,5.889529950789072,45.63888121819401
No,2016,Fall,NEAR NORTH SIDE,46,21.108358960252456,20.21542258116977,12.075695247272728,8.13972733389704,40.26493782761198
No,2016,Fall,NEAR SOUTH SIDE,14,21.823483067077163,21.109320171632202,12.803762720903736,8.305557450728466,39.34545207140259
No,2016,Fall,NEAR WEST SIDE,49,19.240842646238878,18.663845378640172,10.812008020584782,7.8518373580553895,42.06977286171381
No,2016,Fall,NEW CITY,13,11.914396480831234,11.65616311399444,5.943570598754715,5.712592515239724,49.00920190779726
No,2016,Fall,None,23,15.516773769911243,15.114690236758424,8.688827569924523,6.4258626668339005,42.514021565631666
No,2016,Fall,NORTH CENTER,10,14.597607330731377,14.177617512302731,6.900254539283896,7.277362973018836,51.32994289558067
No,2016,Fall,NORTH LAWNDALE,4,17.25,16.693789241472935,10.452104191413541,6.241685050059393,37.38926471260921
No,2016,Fall,NORTH PARK,3,15,14.823802251258556,9.342440183268284,5.481362067990271,36.976761933834474
No,2016,Fall,PORTAGE PARK,1,15,14.100288477855083,8.050059392499575,6.0502290853555065,42.908548253162124
No,2016,Fall,ROGERS PARK,16,16,15.649255472594604,8.79451255727134,6.854742915323265,43.80235805676171
No,2016,Fall,SOUTH CHICAGO,3,13.666666666666666,13.583743424401833,8.826743594094689,4.756999830307144,35.01980037227199
No,2016,Fall,SOUTH LAWNDALE,8,16,15.634905820464958,9.10921856439844,6.52568725606652,41.737937733688604
No,2016,Fall,SOUTH SHORE,11,12.818181818181818,12.510806349598136,6.941671937429616,5.569134412168521,44.514592077811265
No,2016,Fall,UPTOWN,13,17.153846153846153,16.58306465297811,8.14866399509196,8.43440065788615,50.861531534651746
No,2016,Fall,WASHINGTON PARK,3,15.333333333333334,14.79399287290005,8.59828044572657,6.195712427173483,41.879920319029765
No,2016,Fall,WEST ENGLEWOOD,6,11.666666666666666,11.278409412297076,5.924486679110809,5.353922733186266,47.47054781810613
No,2016,Fall,WEST GARFIELD PARK,5,15,14.756219243169863,7.901849652129646,6.854369591040217,46.450716664520044
No,2016,Fall,WEST RIDGE,9,15.444444444444445,15.180477779663253,7.4908271583988535,7.6896506212644,50.65486562989442
No,2016,Fall,WEST TOWN,34,16.197747077789202,15.617362573741527,7.299144797915773,8.3182177758257545,53.262628286620604
No,2016,Fall,WOODLAWN,10,16.6,16.175462413032413,9.949499406075004,6.225963006957407,38.49017016008896
No,2016,Spring,ALBANY PARK,6,13.587480024246432,13.288670303631454,7.353722378354549,5.934947925276905,44.661713998992326
No,2016,Spring,ARMOUR SQUARE,7,14.310582622865645,14.000944666178588,7.7795621472262235,6.221382518952366,44.435448230725896
No,2016,Spring,AVONDALE,5,18.04969416432468,17.752322697966605,10.470325673665068,7.281997024301537,41.01996763012671
No,2016,Spring,BRIDGEPORT,9,13.574824121526056,13.365441487114492,8.160999981631491,5.2044415054829996,38.939540534448916
No,2016,Spring,DOUGLAS,10,14.133476607703752,13.97923623739461,7.986377913704745,5.992858323689866,42.869712063802915
No,2016,Spring,EAST GARFIELD PARK,3,16.243401113131647,16.022207527415,9.854300986388935,6.167906541026065,38.49598459183849
No,2016,Spring,EDGEWATER,8,16.75613737807902,16.344251115886923,7.791246487022648,8.553004628864276,52.330354986718184
No,2016,Spring,ENGLEWOOD,4,14.860596792858324,14.358530335592661,9.655645561249793,4.702884774342866,32.753246080381324
No,2016,Spring,FULLER PARK,3,16.045517165371685,15.931889568523722,10.9813192263184,4.9505703422053235,31.073340804383022
No,2016,Spring,GRAND BOULEVARD,9,15.68139821090722,15.389449128414247,9.79008467882662,5.599364449587627,36.384437174227784
No,2016,Spring,GREATER GRAND CROSSING,4,15.754959497437593,15.627128450983633,11.104645395933211,4.522483055050421,28.939949327451508
No,2016,Spring,HUMBOLDT PARK,4,14.690403372458258,14.381715986113408,8.436229128781617,5.94548685733179,41.34059428702799
No,2016,Spring,HYDE PARK,12,17.741954593045683,17.325370584669642,10.143384581473521,7.181986003196121,41.45357796589415
No,2016,Spring,IRVING PARK,7,17.138181045273125,16.771815884561793,9.282053704272252,7.4897621802895396,44.65683520401482
No,2016,Spring,KENWOOD,6,14.759354163222572,14.55160632611451,9.170661817380283,5.380944508734226,36.9783540603178
No,2016,Spring,LAKE VIEW,34,16.993387336749876,16.685815837328484,7.826014022735892,8.859801814592592,53.09780415274623
No,2016,Spring,LINCOLN PARK,36,17.4877206517147,17.111740232545323,7.633920207196782,9.477820025348542,55.387820856013214
No,2016,Spring,LINCOLN SQUARE,14,17.438702973336795,17.134284297286445,9.813085988238907,7.32119830904754,42.72835784688712
No,2016,Spring,LOGAN SQUARE,21,15.435719402656087,15.075242661124625,7.863338292830771,7.211904368293854,47.83939158002144
No,2016,Spring,LOOP,37,25.417214370925727,24.80366645369125,15.615893625481988,9.187772828209264,37.041994760584885
No,2016,Spring,LOWER WEST SIDE,15,14.38734777098143,14.144078911114784,7.7467680608365015,6.397310850278283,45.22960378318528
No,2016,Spring,MCKINLEY PARK,2,14.907918664242022,14.695073565878658,9.496941643246817,5.198131922631839,35.37329635900349
No,2016,Spring,NEAR NORTH SIDE,45,20.551690821256038,19.975507430061903,11.255370033614371,8.72013739644753,43.65414709477799
No,2016,Spring,NEAR SOUTH SIDE,14,20.318128143967126,19.770422501948374,10.961528469876958,8.808894032071416,44.555922015340336
No,2016,Spring,NEAR WEST SIDE,49,18.76685976093198,18.322424688175815,10.07386614755011,8.248558540625707,45.018924520120024
No,2016,Spring,NEW CITY,3,13.529398798699509,13.42982311125806,8.285281313715766,5.144541797542294,38.30684704424503
No,2016,Spring,NORTH CENTER,10,14.544255248801456,14.317969912382212,7.559596627541742,6.758373284840469,47.20203580673691
No,2016,Spring,NORTH LAWNDALE,4,16.902917837659118,16.54480079351959,11.659447842618615,4.885352950900975,29.528025219950134
No,2016,Spring,NORTH PARK,3,14.767619992285226,14.718631178707223,9.272992781175951,5.4456383975312725,36.998266560339054
No,2016,Spring,ROGERS PARK,8,14.851649032897999,14.52661596958175,8.473528682426847,6.053087287154902,41.66894271749088
No,2016,Spring,SOUTH LAWNDALE,8,15.77488014547859,15.423768391469665,9.984253595635643,5.439514795834022,35.267093344337454
No,2016,Spring,SOUTH SHORE,9,12.897173086460572,12.72649290057126,8.109641630388861,4.6168512701824,36.2774827774835
No,2016,Spring,UPTOWN,13,17.08039472512939,16.813904396149397,8.714104047712908,8.099800348436487,48.17322709585197
No,2016,Spring,WASHINGTON PARK,3,14.932165096159144,14.660660164214471,9.35146305174409,5.309197112470381,36.213902054900075
No,2016,Spring,WEST RIDGE,7,14.757008242212407,14.420069432964127,7.438372340174291,6.981697092789836,48.41652895810439
No,2016,Spring,WEST TOWN,33,16.363440989494883,15.933232139547233,7.285501735824103,8.64773040372313,54.27480330408887
No,2016,Spring,WOODLAWN,10,16.278227806248967,16.00018184823938,10.571102661596958,5.42907918664242,33.9313592691437
No,2016,Summer,ALBANY PARK,6,13.544837855724685,12.994707140523783,6.187969451303684,6.806737689220099,52.380847183492094
No,2016,Summer,ARMOUR SQUARE,8,14.497456154864329,14.062442210635734,7.989711014804113,6.072731195831619,43.18404374482463
No,2016,Summer,AUSTIN,14,14.426194437841692,14.131838931728677,7.734926446144729,6.3969124855839485,45.26595948685531
No,2016,Summer,AVALON PARK,3,11,10.94225974286713,5.445603500252656,5.496656242614472,50.23328244604637
No,2016,Summer,AVONDALE,5,18.11363335539378,17.367968232958304,9.507313037723362,7.860655195234943,45.25949777083413
No,2016,Summer,BRIDGEPORT,10,13.44980145598941,12.981721065930104,6.860844963254374,6.12087610267573,47.1499585578038
No,2016,Summer,CHATHAM,8,12.956894117712931,12.448664398406265,6.952130765699476,5.496533632706789,44.15360119604863
No,2016,Summer,DOUGLAS,10,14.17698544010589,13.807561217736598,7.298510919920583,6.509050297816016,47.141201803652116
No,2016,Summer,EAST GARFIELD PARK,5,15.78481138318994,15.235649574312793,8.405880854484804,6.829768719827991,44.82755189737979
No,2016,Summer,EDGEWATER,8,16.864659166115157,15.955306915949702,7.557763898080741,8.39754301786896,52.63166081421077
No,2016,Summer,ENGLEWOOD,9,12.744411353776012,12.536406004601634,6.893769812233599,5.642636192368036,45.009998801066594
No,2016,Summer,FULLER PARK,3,16.333333333333332,16.097452018530774,9.823516435031989,6.273935583498787,38.97471212385955
No,2016,Summer,GRAND BOULEVARD,9,15.857287300536804,15.440179424957718,8.335576145304803,7.104603279652916,46.01373523010321
No,2016,Summer,GREATER GRAND CROSSING,9,13.622473533810037,13.459102054722353,7.004687280781022,6.4544147739413305,47.955760701559505
No,2016,Summer,HERMOSA,1,15,14.83985441310282,8.282377919320595,6.557476493782226,44.18828049951969
No,2016,Summer,HUMBOLDT PARK,4,14.91954831237591,14.0811962276638,7.290163798808736,6.791032428855063,48.22766701818598
No,2016,Summer,HYDE PARK,12,17.891986543128173,17.319407677035077,10.680357930730201,6.639049746304876,38.333006937113794
No,2016,Summer,IRVING PARK,10,16.591545334215752,15.766444426542124,8.804115303606874,6.962329122935251,44.159158111859846
No,2016,Summer,KENWOOD,6,14.999944848885947,14.708746966688727,8.439058018971984,6.269688947716744,42.62558164822515
No,2016,Summer,LAKE VIEW,34,17.297791684509676,16.636513606104256,7.979512983221085,8.65700062288317,52.03614668223967
No,2016,Summer,LINCOLN PARK,36,17.535963122288404,16.69019321273623,8.19658155011398,8.493611662622252,50.88983425393066
No,2016,Summer,LINCOLN SQUARE,14,17.600453814881348,17.081107591944786,9.139193533137941,7.941914058806844,46.495310775702514
No,2016,Summer,LOGAN SQUARE,21,15.523722857773155,14.780474929879297,7.576817623144559,7.203657306734739,48.73765789604141
No,2016,Summer,LOOP,37,25.56186613483106,24.659541738959344,17.545347630887008,7.1141941080723345,28.849660644069047
No,2016,Summer,LOWER WEST SIDE,15,14.430112508272668,13.97005294506949,6.637800573571586,7.332252371497904,52.485501667949706
No,2016,Summer,MCKINLEY PARK,4,12.995062836624776,12.86580241306422,5.932564074306868,6.933238338757351,53.888891778076655
No,2016,Summer,NEAR NORTH SIDE,45,20.779002132509742,19.954871681741306,12.91335392308258,7.041517758658725,35.287211418661784
No,2016,Summer,NEAR SOUTH SIDE,14,20.838115722794743,20.028777063439538,12.057908669755129,7.97086839368441,39.79707981389641
No,2016,Summer,NEAR WEST SIDE,49,18.95209619254717,18.28383014357298,11.09174894312457,7.1920812004484125,39.335747181924724
No,2016,Summer,NEW CITY,13,11.914717842946432,11.686184682718121,5.606173319868758,6.080011362849362,52.027342780579744
No,2016,Summer,None,24,14.915062725381475,14.461979685451468,8.007662252602666,6.454317432848802,44.629556763530424
No,2016,Summer,NORTH CENTER,10,14.551505625413633,14.070847121111846,6.753970880211781,7.316876240900066,52.00025398557456
No,2016,Summer,NORTH LAWNDALE,4,16.973527465254797,16.393282594308406,9.830162144275315,6.56312045003309,40.035425560904706
No,2016,Summer,NORTH PARK,3,14.927200529450696,14.773108316787999,7.264670196337966,7.508438120450033,50.82503938536432
No,2016,Summer,PORTAGE PARK,1,15,13.16378525932666,6.237488626023658,6.926296633303003,52.616299163613746
No,2016,Summer,ROGERS PARK,16,15.830077928173463,15.394301201751077,8.059131340415885,7.335169861335192,47.64860557945189
